OBJECTID,name,introduction,difficulty,bikingTime,hasAlerts,introductionThumbnail,mountainBikingTrackWebPage,dateLoadedToGIS,Shape__Length
119442,Tree Trunk Gorge tracks,"Walk or mountain bike through the Kaimanawa Forest Park taking in two spectacular gorges, and the characteristic beech and kamahi forest.",Advanced,Various times under 4 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/8213c7b925d84085b1bcfeeecde57e0c.jpg,https://www.doc.govt.nz/link/0c41e512c0f742b5841cd0c9fbefdcf5.aspx,12/2/2025 8:41:01 AM,10256.4434641932
119443,Tongariro River Trail,"Follow the banks of the Tongariro River alongside farmland, through native bush and urban areas, enjoying magnificent river views. An easy, mainly flat track with multiple entry points - a great family friendly option.","Easy, Intermediate",30 min - 1 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/11b1e74bf56f4fa4bc833c007a7c5a2d.aspx,https://www.doc.govt.nz/link/f7a6048f329e4d9bafde4d68a5e6aba5.aspx,12/2/2025 8:41:00 AM,14348.3514278453
119444,The Timber Trail: Pureora - Ongarue,"Using historic bush tramways, old bulldozer and haul roads, and newly constructed track, this Grade 2/3 trail features 35 bridges, including some of the highest and longest in New Zealand. This track is part of Te Araroa Trail.","Easy, Intermediate",Full trail: 2-3 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/4bcbc984a4ae44259e1c6da079bf24d4.jpg,https://www.doc.govt.nz/link/7adb25dc4422481ebfdc00402e9fca36.aspx,12/2/2025 8:41:00 AM,81155.2909741508
119445,Te Waiti Hut Walk,This track affords views of Te Waiti Stream and lowland forest and is suitable for a family day trip. ,Intermediate,,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/acdd7f0d5618439e8fe403a52e39c969.aspx,12/2/2025 8:41:00 AM,6236.23665779896
119446,Te Iringa Track,"On this challenging and remote adventure ride, pass through beech forest and enjoy the scenery, streams and wildlife of the Kaimanawa Forest Park. ",Expert,4 - 6 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/6ea48e9fe21449d08f7574b556d7f059.jpg,https://www.doc.govt.nz/link/1e72f18ca04b448b95c52ce387948372.aspx,12/2/2025 8:41:00 AM,11895.1120329049
119447,Te Ara Pātaka/Summit Walkway,"Enjoy magnificent views over Banks Peninsula, the Canterbury plains, Southern Alps and Pacific Ocean on this track, which is about an hour's drive from Christchurch.","Intermediate, Advanced",Various options,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/e1b377583bce46cab61fdd40d7bd2ff1.aspx,https://www.doc.govt.nz/link/ecc7ac274ae646e18764d05e39489de5.aspx,12/2/2025 8:41:00 AM,27671.0502933505
119448,Te Ara a Waiau Walkway/Cycleway,Walk or cycle through bush from Franz Josef township to the Franz Josef Glacier car park. ,Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/4bb689acabb74073acae3075fd6fc606.jpg,https://www.doc.govt.nz/link/d00301a3d63b49e5bc571a197ef0b044.aspx,12/2/2025 8:41:00 AM,3675.50742565018
119449,Tasman River tracks ,Tasman River is a large braided river which flows into Lake Pukaki. There are walking and cycling tracks in the area. ,Easy,2 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ccd7ba8b184c4ba984a35c7771f3f310.jpg,https://www.doc.govt.nz/link/4be373d5c563432e89c3a8bfdd33eb7c.aspx,12/2/2025 8:41:00 AM,11711.5840587226
119450,Studholme Bush Scenic Reserve tracks,"Enjoy a wide range of tracks, from an easy, fun cycle with the family along Railway Track, to a steep 50-minute walk to the Whitehorse monument with great views out over Waimate.","Easiest, Intermediate",,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/4a18af080414494793fba71e9751d57b.jpg,https://www.doc.govt.nz/link/2422cb81c4fb412e8333049330138412.aspx,12/2/2025 8:40:59 AM,4775.75771773088
119451,Stanley River Route,This marked route links Charlies Saddle to Stanley Vale Hut in the St James Conservation Area. ,Expert,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/5e4f1f8294ac49fc964ab1f0df90b122.jpg,https://www.doc.govt.nz/link/fbe29fd35cb745f6b1ba6659ef793c3e.aspx,12/2/2025 8:40:59 AM,16096.6781504857
119452,St James Cycle Trail,"This trail offers challenging, mixed riding through stunning scenery of mountain peaks, crystal clear waters, high country lakes, alpine meadows, subalpine beech forest, and expansive grassy flats.","Intermediate, Advanced",6 - 9 hr/1 - 2 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/2144a27835af4ab6848090c5624ce626.jpg,https://www.doc.govt.nz/link/09b16f47b63043629cdaa655df296687.aspx,12/2/2025 8:40:59 AM,34966.3204417772
119453,Seven Mile Point Track,"Walk or bike by Lake Wakatipu, then climb through native bush and pine forest to see Wilson Bay from Kirks Terrace. This track is part of Te Araroa Trail.",Intermediate,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/b36d888846a64998a31cef3808800557.jpg,https://www.doc.govt.nz/link/0e9c86e5dd6e4ed1b5f676a0f1ac6779.aspx,12/2/2025 8:40:59 AM,2784.63043960948
119454,Rotary Ride and Waikato River Track,"These two tracks along the banks of the Waikato River allow for stunning views of the river, and access to Huka Falls and the network of mountain bike trails in the area.",Easy,30 min | 20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/20fc1a8d067c496ea6aa53d593a1ba69.aspx,https://www.doc.govt.nz/link/e504bf8b9af84aa9b9206271846a6ffb.aspx,12/2/2025 8:40:59 AM,6581.27738253746
119455,Remutaka Rail Trail,"Built in 1878, this rail route between the Hutt Valley and Featherston is now a gently graded 18 km walk, run or mountain bike ride, with opportunities for camping, swimming and fishing.",Easy,1 hr 30 min bike from Kaitoke,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/f81ea8b4f7a446cb86992178bc9a1ff3.aspx,https://www.doc.govt.nz/link/885769f9ea1d44c59dc1bffa4c931df4.aspx,12/2/2025 8:40:59 AM,3256.97898070688
119456,Richmond Trail,Enjoy stunning views of Lake Tekapo while walking or riding this track. This track is part of Te Araroa Trail.,Advanced,2 - 3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/7a3c831a940a40579b5255823d71d62f.aspx,https://www.doc.govt.nz/link/92700da8319646d6a813f39d6f2ff39b.aspx,12/2/2025 8:40:59 AM,15898.9745400213
119457,Queen Charlotte Track,Experience the spectacular Marlborough Sounds by walking or biking the Queen Charlotte Track. The track stretches 73.5 km  from historic Meretoto/Ship Cove through to Anakiwa in Queen Charlotte Sound. This track is part of Te Araroa Trail.,"Intermediate, Advanced, Expert",,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/f17199e876a84fbba8a9ae6394ec518b.jpg,https://www.doc.govt.nz/link/e3171ec104a34779a4a86c0fde9c4c3c.aspx,12/2/2025 8:40:58 AM,67058.8575703451
119458,Point Elizabeth Walkway,"A stunning, well surfaced, coastal walkway. Enjoy walking through varied and interesting forest to a panoramic, cliff top viewing platform. Point Elizabeth track is a perfect walk for families and children.",,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/228db6117d634746b322bc6490e1c4a5.aspx,https://www.doc.govt.nz/link/ba08950f62fa417d9ff9571a4c6631da.aspx,12/2/2025 8:40:58 AM,5227.42554776938
119459,Pavilion Peak Track,This track traverses a range in the Lindis Conservation Area. ,Expert,6 - 8 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/f4a70ddca9ee422ebf5d2e68b0d98a10.aspx,https://www.doc.govt.nz/link/0a80a78ae1fc46248a446ab70c4b98ac.aspx,12/2/2025 8:40:58 AM,32013.6640617333
119460,Pakihi Track,The Pakihi Track is a stunning but challenging 20 km journey through lush forest for trampers and mountain bikers.,Advanced,2 hr 30 min - 3 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/a820c33b52de4a648e700de27fd3cf66.jpg,https://www.doc.govt.nz/link/5e35468834644d9c8ba3a49ecc02a95e.aspx,12/2/2025 8:40:58 AM,18298.4300417872
119461,Otago Central Rail Trail,Pedalling Otago’s rural heart. The famous Rail Trail takes you through traditional country towns and sheep-farming land farmed by families for many generations. ,Easy,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/0db199cb87d941e299233bee910e2678.aspx,https://www.doc.govt.nz/link/6246caac2b0d4fee87c77e0ecaeb2440.aspx,12/2/2025 8:40:58 AM,150257.721749081
119462,Opouri Bridle Track,Walk or mountain bike through native forest and farmland from Opouri Saddle down to Harvey Bay (Duncan Bay). ,Advanced,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/fdb6b7446fe74631a93f1476ec6d9f14.jpg,https://www.doc.govt.nz/link/0f9dab3d7d0949a6a96bf278a249953d.aspx,12/2/2025 8:40:58 AM,4212.21541183702
119463,Okahukura Loop,"Okahukura Loop is for more skilled riders, but is not particularly technical.",Easy,3 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/images/no-photo/no-photo-220x140.jpg,https://www.doc.govt.nz/link/ffbf3e256a1c4f1faa77e2105e6497cd.aspx,12/2/2025 8:40:57 AM,15302.8391929546
119464,Ohakune Old Coach Road,Take a trip back into New Zealand's rail heritage while you walk or cycle an old coach road. The road was used to carry passengers and goods between two railheads on the North Island main trunk link before they were linked in 1908.,Intermediate,2 hr 20 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/c30196975576488484d48ab8dcdca64e.jpg,https://www.doc.govt.nz/link/f1485c5a2d8c4d2b9f017a449a1adb92.aspx,12/2/2025 8:40:57 AM,10840.6653688098
119465,Nydia Track,The 27 km Nydia Track offers walkers and cyclists great views and varied track conditions. Plan on an overnight stop at Nydia Bay where you can explore the history and coastline.,Advanced,5 hr - 8 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/dbbb6bf203984c08a69cbf1f21a8554b.aspx,https://www.doc.govt.nz/link/dbde5f1292104fe38699c4bb404eb5da.aspx,12/2/2025 8:40:57 AM,24558.7044499254
119466,Nevis Valley tracks,Access the Remarkables Conservation Area on these tracks.,Intermediate,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/44bcc47d7eb3497991c83be2a47f4acc.jpg,https://www.doc.govt.nz/link/b570f10ee00e469681807d6678c667df.aspx,12/2/2025 8:40:57 AM,18593.8351774447
119467,Mt Patriarch Route,"Walk or mountain bike up Mt Patriarch (1,656 m).",Intermediate,3 hr return,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/5dac3376ff9949db85364f67ff76a0a0.jpg,https://www.doc.govt.nz/link/cdc2c4b8b0c146babbf7a524a0b17e40.aspx,12/2/2025 8:40:57 AM,7664.46530938011
119468,Mt Judah / Heather Jock Tracks,"Scheelite mining history, open tussock country and grand views await on these tracks - with the option of staying overnight in the basic Heather Jock Hut. ",Intermediate,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/f3e99161cd584fa18b57f52b2a80cd99.jpg,https://www.doc.govt.nz/link/284debb2f35643c79cf5a8dec1c83f52.aspx,12/2/2025 8:40:57 AM,10068.9229324279
119469,Moonlight Pack Track,"The Moonlight Pack Track offers the opportunity to see reminders of the gold mining history of the area, and to walk through West Coast native beech forest.",Advanced,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/c5c182aa03c940c5ab4808da3ea3ab0f.aspx,https://www.doc.govt.nz/link/7aa5e7a43db24091bd9c979cfab43656.aspx,12/2/2025 8:40:56 AM,8410.73447101382
119470,Moke Lake Loop Track,This popular walk takes you on a loop around the lake. Superb views are on offer as you travel through grassland surrounded by mountains.,Intermediate,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/41fe60963fc64f57998139e440e9cc07.aspx,https://www.doc.govt.nz/link/118c89c259ca4c2186fd43fd230e41b1.aspx,12/2/2025 8:40:56 AM,4897.24576052631
119471,Mavora - Greenstone Walkway,"This is a 50 km, four day tramping trip, linking the Mavora Lakes Camping Area with the Greenstone Track. It passes through open valley tussock land and beech forested hill country. This track is part of Te Araroa Trail.",,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/6fe318869a2f4d3ca43c42dce3a6487e.jpg,https://www.doc.govt.nz/link/78b3987c2a754d88b5122593de6b6085.aspx,12/2/2025 8:40:56 AM,33691.8381423709
119472,Mangapurua/Kaiwhakauka Track,The Mangapurua and Kaiwhakauka Tracks are two stages of the Mountains to Sea Cycle Trail. There are various entry/exit options. This track is part of Te Araroa Trail.,Advanced,1 day,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/0b7efbadf51048abbd13003d04d98ce0.jpg,https://www.doc.govt.nz/link/8670dc4e01a84dfa89798eb42e02816b.aspx,12/2/2025 8:40:56 AM,50266.1861343813
119473,Mananui Tramline (Māhinapua Walkway),"This flat, easy walk or mountain bike ride, suitable for children, follows an old logging tramline and passes beautiful Lake Māhinapua.",Easy,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/eaa59edfb54d4d5d8ed4e7c2fcbb8d5a.jpg,https://www.doc.govt.nz/link/b4ca25b986274e3496037397fed40392.aspx,12/2/2025 8:40:56 AM,6022.54218128932
119474,Macaulay Hut Track,"Macaulay valley can be accessed on foot, or by mountain bike, horse or 4WD.",Easy,3 hr one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/0995a48b403b41d08a6e97a739d0141f.aspx,https://www.doc.govt.nz/link/ec4ad17cf9164b89b19a68672e4d04f1.aspx,12/2/2025 8:40:55 AM,18212.9169939703
119475,Lindis Valley tracks,"A range of tracks for walkers and mountain bikers alike, in an attractive, upland valley. Easily accessed off SH8 between Tarras and Omarama.","Intermediate, Advanced",,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/1ef7af35863a48718f9f7397d50b19e0.jpg,https://www.doc.govt.nz/link/5e76af4b21fc44f3b6af800e7336466c.aspx,12/2/2025 8:40:55 AM,53573.988789825
119476,Lake Ōhau Track,"The track runs along the Lake Ōhau shoreline at its moraine end, with great views of Ben Ohau Peak and Lake Ōhau. This track is part of Te Araroa Trail.",Easy,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/42344bc7ef4e4762991129793d1276af.aspx,https://www.doc.govt.nz/link/c59a7b9ca4f14335b6188091a12a373e.aspx,12/2/2025 8:40:55 AM,8556.10581210025
119477,Lake Kaniere Walkway,"Walk or mountain bike along the western shores of Lake Kaniere through lush lakeside forest, passing many picturesque bays and numerous forest streams. ","Advanced, Expert",,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/92ca34c6006345539a7a963c9a7bf114.jpg,https://www.doc.govt.nz/link/8ac53eb7a5494aeda12ee800604fbf99.aspx,12/2/2025 8:40:55 AM,10076.0107727747
119478,Lake Hayes Walkway,"Stroll, walk, run or cycle around a lake surrounded by spectacular mountains. This track is part of Te Araroa Trail.",Intermediate,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/405c5e1730ce4f3db782d97c581efc29.aspx,https://www.doc.govt.nz/link/1852728e873e40cbb6c96946e33d6d6a.aspx,12/2/2025 8:40:55 AM,7182.79555415077
119479,Lake Hāwea Track,"This provides access to one of the Hāwea Conservation Park's most beautiful areas, the Hunter Valley. ",Advanced,6 - 8 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/6ea5f0f5620e4d939466aa922673b6c4.jpg,https://www.doc.govt.nz/link/2817fdbd4ed64aa08c0a0f2989de61c6.aspx,12/2/2025 8:40:55 AM,32788.1874603395
119480,Fossickers Lake Track,"The track loops around the Globe Progress Mine's former tailings storage facility, known as Fossickers Lake.",Intermediate,1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/410b926f13d34e40a21e95c90102495c.aspx,https://www.doc.govt.nz/link/8dc9b7c8f9bc4be6b28be392cba8e9c3.aspx,12/2/2025 8:41:20 AM,5818.43730463597
119481,Lake Dispute Walkway,Zigzag up through kōhūhū/pittosporum shrubland to Lake Dispute high country lake.,"Intermediate, Advanced",,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/848ad90c1bb342fd902e7c9a54801018.aspx,https://www.doc.govt.nz/link/f9fb112d0fd64ad6a1696153ea0e6291.aspx,12/2/2025 8:40:54 AM,2847.94894114973
119482,Lake Dispute to Moke Lake Track,Follow a 4WD track beside Lake Dispute and into high county farmland to reach the southern end of Moke Lake.,Intermediate,  ,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/9b881847994f41fba85ac3e38d00ea28.aspx,https://www.doc.govt.nz/link/6b280b7b264a45e6b0ecc9534744226a.aspx,12/2/2025 8:40:54 AM,8626.53817000883
119483,Lake Clearwater tracks,Enjoy views of Lake Clearwater from the lake shore or the nearby Mount Guy (1319 m).,Easy,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ed5fcf717e5a42d59467e2feff07e25f.aspx,https://www.doc.govt.nz/link/0cac020584434ff5bd67638146ce390c.aspx,12/2/2025 8:40:54 AM,12048.9754007629
119484,Otamatakou Track,Follow an old farm track to the reserve which contains remnant native shrubs.,Easy,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/c49b8341b6074e259bc04ba8b172c20b.aspx,https://www.doc.govt.nz/link/df1a4a9bce3d4028b253c567a79fed71.aspx,12/2/2025 8:40:54 AM,5511.02886592007
119485,Knuckle Hill Track,"From the top of Knuckle Hill are excellent views of the top of the South Island, particularly Farewell Spit and Whanganui Inlet.",Advanced,Under 1 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/45a44ffa5d8d4bdaaa93f097698fdccf.aspx,https://www.doc.govt.nz/link/4541e3a03ee540958512c5e4e19d778a.aspx,12/2/2025 8:40:54 AM,4557.86165224272
119486,Kiko Loop Track,This short loop track is a great way for walkers and mountain bikers to experience the variety of nature in the Kaimanawa Forest Park.,Easy,45 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/1da5f743faef4605af128d30280d9b1e.jpg,https://www.doc.govt.nz/link/78961b7387264db89772a8c752e75822.aspx,12/2/2025 8:40:54 AM,3431.4749269349
119487,Kawakawa Bay tracks,"The K2K and Orakau tracks both take you into the picturesque Kawakawa Bay; walk or ride the trails separately, or link them together for a longer day out.",Intermediate,1 hr | 1 hr 30 min,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/f1eff1073fe945919940a20164f47307.jpg,https://www.doc.govt.nz/link/abbd8ea131cc4c9085dc95349285ba0a.aspx,12/2/2025 8:40:53 AM,15920.4337989313
119488,Karangahake Gorge Historic Walkway,"Situated at the base of the Coromandel Range, the Karangahake Gorge Historic Walkway follows the old railway line between Paeroa and Waihi, giving access to impressive remains from the mining and railway eras.",Easiest,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/a7692563df644c27b7db1bd4d52a6c44.jpg,https://www.doc.govt.nz/link/6404b2da68834b0c920c0b1296855bc2.aspx,12/2/2025 8:40:53 AM,7532.22543821641
119489,Nikau Walk,Follow a stream through beautiful native forest with swimming and picnicking opportunities. This track is great for children. This track is part of Te Araroa Trail.,Easiest,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/f2b73c8d292d4b08a38803f1aa2ac804.jpg,https://www.doc.govt.nz/link/c81d64cf7669464586f185975cda12f3.aspx,12/2/2025 8:40:53 AM,4554.63090311546
119490,Kaniere Water Race Walkway ,"The Kaniere Water Race Walkway provides an opportunity for
a pleasant bush walk in an area that is rich in history. ","Easy, Advanced",4 hr,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/080344fbef9b46c8a0b04a6f47a5ae33.aspx,https://www.doc.govt.nz/link/61b4cae58d3f4af7a52a0a2705e29f62.aspx,12/2/2025 8:40:53 AM,9343.51116246369
119491,Kakepuku Track,"The Kakepuku Track in Kakepuku Historic Reserve climbs up through bush to the summit of Kakepuku, an old volcano. ",,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ddf5de401d564f269d781a86bd3ad980.jpg,https://www.doc.govt.nz/link/a6d2b906d4a34ebebe46f81825ba0f9d.aspx,12/2/2025 8:40:53 AM,3539.19651348385
119492,Jack's Point Track,"A walk with superb lake and mountain views over undulating open grassland and scattered scrub, ending at Jack's Point. 
",Intermediate,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/cab1d7a1d31247cb833a42fefea9db19.aspx,https://www.doc.govt.nz/link/8a19e795f5a64dbd95469b6da6e795b4.aspx,12/2/2025 8:40:53 AM,7240.02685899289
119493,Isthmus Peak Track,"Isthmus Peak Track is a steep and challenging but rewarding hike located between Lake Wānaka and Lake Hāwea, offering panoramic views of both lakes and the Southern Alps.",Expert,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/d4d5f378663747209e380c4bd16030f3.aspx,https://www.doc.govt.nz/link/dddfd1ed2f584cdab9463b334c2d0bc6.aspx,12/2/2025 8:40:52 AM,7553.10987640642
119494,Hopkins valley tracks,"Hopkins valley, in Ruataniwha Conservation Park, is near Lake Ōhau.",Easy,1 hr 30 min one way,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/ed4d03c683a4407ea60ca954fb3d920d.jpg,https://www.doc.govt.nz/link/1bfcd6a57d8046d7aab16a38a5deeb64.aspx,12/2/2025 8:40:52 AM,29688.9290226839
119495,Homestead Run,"For young families or riders with insufficient time or experience to attempt the full St James Cycle Trail, the Homestead Run will give you a taste of St James.",Intermediate,,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/49144dd6766540bfbfe9e4905131d4a7.jpg,https://www.doc.govt.nz/link/425b7fb24c384593b532953bdea2e98d.aspx,12/2/2025 8:40:52 AM,7052.06801246935
119496,Historic Kill Devil Pack Track,This challenging mountain bike track provides spectacular views from the ridge tops of the Lockett Range and features historic huts and shelters.,"Advanced, Expert",1-2 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/89bee3c296954973a56b838b05b0d470.aspx,https://www.doc.govt.nz/link/a6b696bfd02d4361aa427d050d609880.aspx,12/2/2025 8:40:52 AM,19317.751849481
119497,Heaphy Track,"Travel through expansive tussock downs, lush forests and nīkau palms to the roaring seas of the West Coast. Mountain bikes are allowed between 1 May and 30 November.",Advanced,2–3 days,Refer to DOC website for current alerts,https://www.doc.govt.nz/thumbs/large/link/f333b5ffa2794fd2b1f8d6583e1f2b20.aspx,https://www.doc.govt.nz/link/9943e482ca3347368b7aa0199a2a4a0c.aspx,12/2/2025 8:40:52 AM,72178.6308049459
